answer_question,store_name,buying_amount,sentiment_score,d1,d2,text,cluster,cluster_name,month,x,y,sentiment_label,request
グレープフルーツジュースを安くして欲しい。,MEGAドン・キホーテUNY東海通店,5355.0,0.530284779836391,1.632991,-56.532852,グレープフルーツジュースを安くして欲しい。,30,food_cluster,7,6,7,Null,Null
レジの女性従業員の方の対応が丁寧で良かった!,MEGAドン・キホーテUNY東海通店,3860.0,0.6902514522900646,-60.836,9.552512,レジの女性従業員の方の対応が丁寧で良かった!,57,従業員対応クラスター,7,6,7,Null,Null
会計後、少し重かったかごをカ-ﾄに乗せてくれて助かりました。ありがとうございました。,MEGAドン・キホーテUNY東海通店,3385.0,0.4774278918988683,-47.30664,-12.719759,会計後、少し重かったかごをカ-ﾄに乗せてくれて助かりました。ありがとうございました。,75,カートの荷物対応クラスター,4,6,4,Null,Null
紳士用のズボンのウエストサイズ、S (73)が欲しいです。,MEGAドン・キホーテUNY東海通店,1075.0,0.0776678721375183,5.7757974,-41.398457,紳士用のズボンのウエストサイズ、S (73)が欲しいです。,31,食品クラスター,6,4,6,Null,Null
レジがスムーズであれば他思います。,MEGAドン・キホーテUNY東海通店,3130.0,0.1877739585431622,-69.50578,8.456584,レジがスムーズであれば他思います。,64,スムーズレジクラスター,9,7,4,Null,Null
東南アジア系のレジスタッフに対応してもらったが、挨拶から始まって、ナイスな応対ぶりだった。,MEGAドン・キホーテUNY東海通店,2705.0,0.0627417491293946,-60.76409,15.256601,東南アジア系のレジスタッフに対応してもらったが、挨拶から始まって、ナイスな応対ぶりだった。,57,従業員対応クラスター,7,4,9,Null,Null
潮の香りトマトはなんで取り扱いしない?理由を教えてください,MEGAドン・キホーテUNY東海通店,3430.0,0.787853870008008,-1.4025335,-67.65895,潮の香りトマトはなんで取り扱いしない?理由を教えてください,30,food_cluster,9,4,9,Null,Null
多家族用の商品は多く見られますが、一人や二人用にパッケージされた商品も用意して欲しい。,MEGAドン・キホーテUNY東海通店,787.0,0.5488649163127023,2.364046,-38.573357,多家族用の商品は多く見られますが、一人や二人用にパッケージされた商品も用意して欲しい。,11,キャラクターグッズクラスター,5,5,7,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,1015.0,0.9652404166834389,-73.252815,2.0001562,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,4,4,6,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,1070.0,0.0166434316176232,-73.252815,2.0001562,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,9,6,7,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,878.0,0.4333687055929656,-73.252815,2.0001562,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,5,8,8,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,557.0,0.827819442682427,-73.252815,2.0001562,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,6,5,6,Null,Null
期限のあるマジカポイントをレジの方が教えてくれて助かりました。,MEGAドン・キホーテUNY東海通店,2425.0,0.0607734041599172,-36.56649,17.251165,期限のあるマジカポイントをレジの方が教えてくれて助かりました。,51,マジカポイントクラスター,6,8,5,Null,Null
バナナの完熟王が欲しいです,MEGAドン・キホーテUNY東海通店,3275.0,0.0655617519254181,-7.370861,-54.974575,バナナの完熟王が欲しいです,6,惣菜クラスター,9,8,8,Null,Null
閉店近いと商品が少なかった,MEGAドン・キホーテUNY東海通店,5960.0,0.6504815956331732,-27.509666,-27.82851,閉店近いと商品が少なかった,29,商品不足クラスター,9,7,5,Null,Null
家族が多いのでメガ盛りがありがたいから。,MEGAドン・キホーテUNY東海通店,3375.0,0.3849527040045563,37.064133,-46.34398,家族が多いのでメガ盛りがありがたいから。,40,ドンキ好きクラスター,4,4,7,Null,Null
日曜日に行ったがレジがとても並んでいた。使ってないレジがあったのでレジを全て開けてもらえるといいなと思った。,MEGAドン・キホーテUNY東海通店,2350.0,0.4146398214004861,-67.58837,-12.14936,日曜日に行ったがレジがとても並んでいた。使ってないレジがあったのでレジを全て開けてもらえるといいなと思った。,71,スムーズレジクラスター,4,4,7,Null,Null
カートの持ち手に何かしらベタベタしたものがついていた。レジの女性が挨拶など一言も言葉なく目も合わせず不快でした。,MEGAドン・キホーテUNY東海通店,4980.0,0.3122104197373854,-48.725124,-11.303102,カートの持ち手に何かしらベタベタしたものがついていた。レジの女性が挨拶など一言も言葉なく目も合わせず不快でした。,75,カートの荷物対応クラスター,7,6,6,Null,Null
商品棚の位置が変更した時にはどこに移動したかわかるような表示があればいいなと。買い物するルートがほぼ決まってるので。,MEGAドン・キホーテUNY東海通店,2105.0,0.5249531389371954,-42.582054,-28.719416,商品棚の位置が変更した時にはどこに移動したかわかるような表示があればいいなと。買い物するルートがほぼ決まってるので。,80,スーパーマーケットクラスター,8,7,5,Null,Null
レジ待ちが25分でした混む時間は明らかですのでもっとレジを開けてレジ待ちを短くするよう改善して下さい,MEGAドン・キホーテUNY東海通店,2940.0,0.0371586965215967,-71.145966,-12.395555,レジ待ちが25分でした混む時間は明らかですのでもっとレジを開けてレジ待ちを短くするよう改善して下さい,71,スムーズレジクラスター,5,6,5,Null,Null
挨拶はなく淡々とただこなしている感じです。客としては愛想や挨拶までは望んでいないので構わないのですが、商品を大切に扱ってほしいです。やわらかいもの、たまご、熱いものなど構わず乱暴に扱う人もいるのでそこだけはお願いしたい,MEGAドン・キホーテUNY東海通店,4215.0,0.4685086881133609,-42.495483,7.446179,挨拶はなく淡々とただこなしている感じです。客としては愛想や挨拶までは望んでいないので構わないのですが、商品を大切に扱ってほしいです。やわらかいもの、たまご、熱いものなど構わず乱暴に扱う人もいるのでそこだけはお願いしたい,55,,5,5,9,Null,Null
レジ込久すぎ。商品の場所聞いたら即答で無いと言われ自分で探したらあった。失礼極まりない。,MEGAドン・キホーテUNY東海通店,12375.0,0.9193609541137192,-46.048553,-1.3330939,レジ込久すぎ。商品の場所聞いたら即答で無いと言われ自分で探したらあった。失礼極まりない。,55,,6,6,6,Null,Null
レジが混みすぎ,MEGAドン・キホーテUNY東海通店,2825.0,0.6580058398114725,-65.64813,-18.344133,レジが混みすぎ,66,スムーズレジクラスター,7,4,8,Null,Null
相変わらずレジ待ちの列が長いです。,MEGAドン・キホーテUNY東海通店,1755.0,0.2659608239410835,-72.73803,-7.0947285,相変わらずレジ待ちの列が長いです。,72,スムーズレジクラスター,9,4,7,Null,Null
相変わらずレジ待ちの列が長いです。,MEGAドン・キホーテUNY東海通店,1830.0,0.1207625264477175,-72.73803,-7.0947285,相変わらずレジ待ちの列が長いです。,72,スムーズレジクラスター,7,9,4,Null,Null
レジの大沢さんはいつも明るくてきぱきと素敵です,MEGAドン・キホーテUNY東海通店,4355.0,0.7392097448363095,-65.509605,12.943636,レジの大沢さんはいつも明るくてきぱきと素敵です,57,従業員対応クラスター,4,5,7,Null,Null
レジ待ちが長かった。もう少し短いとうれしい。,MEGAドン・キホーテUNY東海通店,2065.0,0.2944580569041055,-73.159,-3.0440633,レジ待ちが長かった。もう少し短いとうれしい。,63,スムーズレジクラスター,9,5,8,Null,Null
レジ待ち解消,MEGAドン・キホーテUNY東海通店,5800.0,0.4012976114883453,-77.366516,-1.3193917,レジ待ち解消,63,スムーズレジクラスター,7,6,4,Null,Null
レジ待ち解消,MEGAドン・キホーテUNY東海通店,2185.0,0.388249646403766,-77.366516,-1.3193917,レジ待ち解消,63,スムーズレジクラスター,4,5,5,Null,Null
お水の品切れが多い,MEGAドン・キホーテUNY東海通店,9245.0,0.9948900307570424,-22.729326,-32.25752,お水の品切れが多い,25,クラスター名str,5,6,8,Null,Null
アイス買っても、ものすごく並ばないとレジが終わらないからアイスが溶けてしまう。しかもドライアイスが有料って…,MEGAドン・キホーテUNY東海通店,952.0,0.4519167014765334,-64.803566,-13.499507,アイス買っても、ものすごく並ばないとレジが終わらないからアイスが溶けてしまう。しかもドライアイスが有料って…,67,スムーズレジクラスター,8,7,6,Null,Null
商品棚がガラガラでない商品が多かった,MEGAドン・キホーテUNY東海通店,2090.0,0.1223635869128207,-29.293982,-26.020807,商品棚がガラガラでない商品が多かった,84,品物陳列クラスター,4,7,6,Null,Null
ほしい缶詰が売り切れて二週間経っても補充されてない。他の商品も欠品状態が多いです,MEGAドン・キホーテUNY東海通店,7450.0,0.0817714841784216,-17.070374,-37.524757,ほしい缶詰が売り切れて二週間経っても補充されてない。他の商品も欠品状態が多いです,25,クラスター名str,8,7,8,Null,Null
今回、[えとう１６］レジ側のミスなのに…　スイマセンの言葉もなく、そのままスルーされて終わった。,MEGAドン・キホーテUNY東海通店,857.0,0.0496699032383951,-75.42973,3.2493634,今回、[えとう１６］レジ側のミスなのに…　スイマセンの言葉もなく、そのままスルーされて終わった。,63,スムーズレジクラスター,7,6,8,Null,Null
木綿豆腐を安くしてほしい,MEGAドン・キホーテUNY東海通店,1225.0,0.9896166138715804,-0.5569131,-51.792988,木綿豆腐を安くしてほしい,5,値引きクラスター,6,5,6,Null,Null
この日のレジの店員さんは、とても気づかいが出来ていて気持ち良く買い物が出来た。,MEGAドン・キホーテUNY東海通店,4790.0,0.1235847338688328,-58.4525,6.496747,この日のレジの店員さんは、とても気づかいが出来ていて気持ち良く買い物が出来た。,57,従業員対応クラスター,5,9,7,Null,Null
今日はアルプスの天然水は十分補充されてましたね。しかし、UCCの職人のコーヒー無糖は4本しか無かったので4本とも購入しました。低糖は補充を控え無糖を補充願います。,MEGAドン・キホーテUNY東海通店,6660.0,0.3737714551493006,-21.259375,-39.81363,今日はアルプスの天然水は十分補充されてましたね。しかし、UCCの職人のコーヒー無糖は4本しか無かったので4本とも購入しました。低糖は補充を控え無糖を補充願います。,25,クラスター名str,7,8,5,Null,Null
レジ待ち解消,MEGAドン・キホーテUNY東海通店,5800.0,0.4012976114883453,-77.366516,-1.3193917,レジ待ち解消,63,スムーズレジクラスター,8,6,5,Null,Null
レジ待ち解消,MEGAドン・キホーテUNY東海通店,2185.0,0.388249646403766,-77.366516,-1.3193917,レジ待ち解消,63,スムーズレジクラスター,8,7,7,Null,Null
大人用ヘルメットが売ってないので早く入荷して安くしてほしいです,MEGAドン・キホーテUNY東海通店,2740.0,0.9518098159351848,3.5598848,-40.567204,大人用ヘルメットが売ってないので早く入荷して安くしてほしいです,31,食品クラスター,7,7,9,Null,Null
リプトンのアールグレイミルクティーがいつも88円で嬉しすぎます♪いつも行く度購入しています。お弁当系も豊富ですし品揃え良すぎるのと安いのとで最高です♪,MEGAドン・キホーテUNY東海通店,2695.0,0.527602360205372,-1.9849501,-27.113434,リプトンのアールグレイミルクティーがいつも88円で嬉しすぎます♪いつも行く度購入しています。お弁当系も豊富ですし品揃え良すぎるのと安いのとで最高です♪,17,食品クラスター,9,6,9,Null,Null
トイレットペーパーをクーポンを使って買う時、2色あって別な色を持って来てしまいましたが、画面から優しく誘導して頂き、割引で買う事が出来て、嬉しく思いました。,MEGAドン・キホーテUNY東海通店,627.0,0.6196221887832531,-7.3339005,-35.599926,トイレットペーパーをクーポンを使って買う時、2色あって別な色を持って来てしまいましたが、画面から優しく誘導して頂き、割引で買う事が出来て、嬉しく思いました。,12,トイレットペーパークラスター,6,4,5,Null,Null
待ち時間が長く少し焦りました。,MEGAドン・キホーテUNY東海通店,6610.0,0.3866840655513004,-71.3575,-4.4796796,待ち時間が長く少し焦りました。,72,スムーズレジクラスター,8,9,4,Null,Null
レジ待ちが長過ぎるから、たまに買い物諦める,MEGAドン・キホーテUNY東海通店,3140.0,0.6094573509092869,-74.58262,-4.2262883,レジ待ちが長過ぎるから、たまに買い物諦める,72,スムーズレジクラスター,4,8,8,Null,Null
レジの列が長く、会計に時間がかかる。,MEGAドン・キホーテUNY東海通店,5370.0,0.0422575126497811,-69.41536,-6.6351986,レジの列が長く、会計に時間がかかる。,72,スムーズレジクラスター,6,9,8,Null,Null
以前購入したピーナッツバターチャンクタイプ（加藤産業）がお気に入りです。また、ラインナップに入れてください。,MEGAドン・キホーテUNY東海通店,7395.0,0.4812813984955973,-12.0456705,-36.11211,以前購入したピーナッツバターチャンクタイプ（加藤産業）がお気に入りです。また、ラインナップに入れてください。,14,お惣菜クラスター,5,6,4,Null,Null
日曜日の夕方レジの混み具合が凄い。いつも、会計が終わるまでになん十分待たされる。何とかして欲しい！,MEGAドン・キホーテUNY東海通店,5290.0,0.2709819645510453,-68.01164,-8.729949,日曜日の夕方レジの混み具合が凄い。いつも、会計が終わるまでになん十分待たされる。何とかして欲しい！,72,スムーズレジクラスター,5,9,7,Null,Null
今年から、運動を始めたので、男性用のレギンスの種類が、余り有りませんので、たくさん種類を揃えてください。,MEGAドン・キホーテUNY東海通店,7150.0,0.1021062249793499,8.269693,-42.094593,今年から、運動を始めたので、男性用のレギンスの種類が、余り有りませんので、たくさん種類を揃えてください。,31,食品クラスター,8,4,7,Null,Null
ドンキの180gの鮭フレークを買いにきたのですが、1個も無くて少しガッカリしました。次に買いに来たときは棚に並んでいることを期待します。,MEGAドン・キホーテUNY東海通店,3300.0,0.4226879996120357,-12.873942,-32.736687,ドンキの180gの鮭フレークを買いにきたのですが、1個も無くて少しガッカリしました。次に買いに来たときは棚に並んでいることを期待します。,25,クラスター名str,7,6,7,Null,Null
ブルボンのミレネージュのお菓子が欲しかったのにもうないですね～って言われました!,MEGAドン・キホーテUNY東海通店,3825.0,0.5027195002667426,-17.311255,-53.552177,ブルボンのミレネージュのお菓子が欲しかったのにもうないですね～って言われました!,0,焼き芋派,4,8,5,Null,Null
混んでる時にレジをもっと開けて欲しいです,MEGAドン・キホーテUNY東海通店,2120.0,0.040875268744732,-70.19721,-15.242188,混んでる時にレジをもっと開けて欲しいです,71,スムーズレジクラスター,9,8,4,Null,Null
商品の置く場所がよく変わり分からなくなる事がある,MEGAドン・キホーテUNY東海通店,7895.0,0.444631630765951,-43.61278,-29.483633,商品の置く場所がよく変わり分からなくなる事がある,80,スーパーマーケットクラスター,8,9,4,Null,Null
急いでいたのですがレジがスムーズでした。,MEGAドン・キホーテUNY東海通店,2420.0,0.2917331005897191,-69.03152,7.7086997,急いでいたのですがレジがスムーズでした。,64,スムーズレジクラスター,6,6,8,Null,Null
お野菜ちょと高い。ドンキホーテさんだったらもう少し安くして。,MEGAドン・キホーテUNY東海通店,1545.0,0.2524710356606271,20.946577,-41.84383,お野菜ちょと高い。ドンキホーテさんだったらもう少し安くして。,44,食品クラスター,4,9,9,Null,Null
韓国海苔を３袋980円に戻して欲しいです。,MEGAドン・キホーテUNY東海通店,5120.0,0.7747617223710278,2.372958,-49.11283,韓国海苔を３袋980円に戻して欲しいです。,32,食品クラスター,8,8,9,Null,Null
子供への対応が、優しくて嬉しかった。,MEGAドン・キホーテUNY東海通店,11515.0,0.3139532542531436,-50.940037,23.651617,子供への対応が、優しくて嬉しかった。,46,スタッフ対応クラスター,5,4,5,Null,Null
今日は品物が陳列されてなかったり、魅力的な商品はなかったです。人手が足りなかったのでしょうか。,MEGAドン・キホーテUNY東海通店,4715.0,0.7794636776815841,-24.727594,-28.20875,今日は品物が陳列されてなかったり、魅力的な商品はなかったです。人手が足りなかったのでしょうか。,28,商品不足クラスター,9,4,4,Null,Null
以前は殆んど毎日位に行っていたが、期限が切れている商品が売られていたりしてなるべくドン・キホーテは行かない様にしていたのに、他のスーパーがどうしてもなくて行ったがやはりたいしてかわってないのでまた仕方がない時に使わせて頂きます。頑張って下さい,MEGAドン・キホーテUNY東海通店,1590.0,0.5500291264690358,-12.21266,-30.73873,以前は殆んど毎日位に行っていたが、期限が切れている商品が売られていたりしてなるべくドン・キホーテは行かない様にしていたのに、他のスーパーがどうしてもなくて行ったがやはりたいしてかわってないのでまた仕方がない時に使わせて頂きます。頑張って下さい,20,食品クラスター,9,6,5,Null,Null
いつも親切に対応していただいています。,MEGAドン・キホーテUNY東海通店,1485.0,0.4719452993945455,-49.10623,18.24959,いつも親切に対応していただいています。,45,スタッフ対応クラスター,4,4,6,Null,Null
混みあっている時サッカー台付近でカゴを回収してくれるのは有り難いが出来ればカートが一番不要で他の人からしても道を塞いで邪魔なので、一声かけて回収してもらえると嬉しい。もしくは直ぐ近くに簡易的な回収所がある時良い。,MEGAドン・キホーテUNY東海通店,3885.0,0.6325614457075038,-37.071026,-12.22438,混みあっている時サッカー台付近でカゴを回収してくれるのは有り難いが出来ればカートが一番不要で他の人からしても道を塞いで邪魔なので、一声かけて回収してもらえると嬉しい。もしくは直ぐ近くに簡易的な回収所がある時良い。,73,nameの例,7,5,5,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,1015.0,0.9652404166834389,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,6,9,8,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,1070.0,0.0166434316176232,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,4,5,4,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,878.0,0.4333687055929656,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,7,7,8,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,557.0,0.827819442682427,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,7,8,6,Null,Null
欲しい物が沢山あっていつも悩みますこれからもお値打ち商品やオリジナル商品をもっと展開してください,MEGAドン・キホーテUNY東海通店,2610.0,0.9779460480932344,0.90552384,-36.110355,欲しい物が沢山あっていつも悩みますこれからもお値打ち商品やオリジナル商品をもっと展開してください,11,キャラクターグッズクラスター,5,8,6,Null,Null
品出しが間に合っていなくて、在庫がない商品がたくさんありとても残念だった。,MEGAドン・キホーテUNY東海通店,10335.0,0.2663341188739393,-19.75436,-29.4033,品出しが間に合っていなくて、在庫がない商品がたくさんありとても残念だった。,27,商品不足クラスター,6,7,9,Null,Null
対応も親切でコストも財布にやさしい。,MEGAドン・キホーテUNY東海通店,7280.0,0.4837349502861146,-46.541367,21.810831,対応も親切でコストも財布にやさしい。,45,スタッフ対応クラスター,6,9,7,Null,Null
ウーロン茶など在庫切れが多数ある。きちんと補充してほしい。,MEGAドン・キホーテUNY東海通店,2595.0,0.5417749416129046,-19.443207,-38.498074,ウーロン茶など在庫切れが多数ある。きちんと補充してほしい。,25,クラスター名str,5,8,9,Null,Null
LG21のヨーグルトを前の値段にして欲しい。,MEGAドン・キホーテUNY東海通店,3515.0,0.2696849575512566,3.2595537,-56.04011,LG21のヨーグルトを前の値段にして欲しい。,30,food_cluster,4,6,8,Null,Null
洗剤等を安くしていただきたい。ドンキオリジナル商品は非常に良いです！,MEGAドン・キホーテUNY東海通店,2630.0,0.5960255126136718,13.960248,-57.433735,洗剤等を安くしていただきたい。ドンキオリジナル商品は非常に良いです！,33,ビオレユークラスター,7,4,4,Null,Null
飲み物の在庫が、無さすぎです...棚が、ガラガラ、コーラが、無いとか、驚きます。,MEGAドン・キホーテUNY東海通店,1160.0,0.295120479234035,-23.248703,-36.503872,飲み物の在庫が、無さすぎです...棚が、ガラガラ、コーラが、無いとか、驚きます。,25,クラスター名str,4,6,6,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,1015.0,0.9652404166834389,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,6,5,8,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,1070.0,0.0166434316176232,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,9,4,5,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,878.0,0.4333687055929656,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,9,7,9,Null,Null
レジ打ちが遅くイライラした。,MEGAドン・キホーテUNY東海通店,557.0,0.827819442682427,-73.252914,2.000736,レジ打ちが遅くイライラした。,63,スムーズレジクラスター,9,7,6,Null,Null
レジ待ちが長いから急いでいる時困るかな,MEGAドン・キホーテUNY東海通店,8020.0,0.8094067795815437,-73.32125,-3.8493075,レジ待ちが長いから急いでいる時困るかな,72,スムーズレジクラスター,4,4,9,Null,Null
チーズが思ったより値上りしてた。もう少し個包装タイプは、安くしてください。,MEGAドン・キホーテUNY東海通店,1515.0,0.2734631429228127,21.181013,-43.8892,チーズが思ったより値上りしてた。もう少し個包装タイプは、安くしてください。,44,食品クラスター,6,7,9,Null,Null
カゴメの腸まで届くビフィズス菌安くして～。,MEGAドン・キホーテUNY東海通店,1730.0,0.8074089946014202,24.470413,-63.051586,カゴメの腸まで届くビフィズス菌安くして～。,39,ビフィズス菌クラスター,8,4,6,Null,Null
カゴメの腸まで届くビフィズス菌安くして～。,MEGAドン・キホーテUNY東海通店,1790.0,0.8045089536706339,24.470413,-63.051586,カゴメの腸まで届くビフィズス菌安くして～。,39,ビフィズス菌クラスター,4,5,8,Null,Null
カゴメの腸まで届くビフィズス菌安くして～。,MEGAドン・キホーテUNY東海通店,801.0,0.1519819907861367,24.470413,-63.051586,カゴメの腸まで届くビフィズス菌安くして～。,39,ビフィズス菌クラスター,9,9,6,Null,Null
カゴメの腸まで届くビフィズス菌安くして～。,MEGAドン・キホーテUNY東海通店,749.0,0.8028559775062967,24.470413,-63.051586,カゴメの腸まで届くビフィズス菌安くして～。,39,ビフィズス菌クラスター,4,7,4,Null,Null
カゴメの腸まで届くビフィズス菌安くして～。,MEGAドン・キホーテUNY東海通店,1940.0,0.2413836731087246,24.470413,-63.051586,カゴメの腸まで届くビフィズス菌安くして～。,39,ビフィズス菌クラスター,7,9,8,Null,Null
少し陳列が変わってたので探した。,MEGAドン・キホーテUNY東海通店,12000.0,0.6488903173935759,-41.493797,-32.32156,少し陳列が変わってたので探した。,80,スーパーマーケットクラスター,5,8,8,Null,Null
商品を探していたら、店員さんが声をかけてくれて、とても助かりました。出勤時間が迫っていたので、店員さんありがとうございます。,MEGAドン・キホーテUNY東海通店,5580.0,0.4010197042170502,-46.68571,10.438698,商品を探していたら、店員さんが声をかけてくれて、とても助かりました。出勤時間が迫っていたので、店員さんありがとうございます。,56,従業員対応クラスター,8,8,6,Null,Null
はや打ちのレジ係の人と遅いレジ係と明確でした。訓練はしていると思いますけど、差がありすぎ。,MEGAドン・キホーテUNY東海通店,4700.0,0.2659588097673269,-71.52732,0.92558783,はや打ちのレジ係の人と遅いレジ係と明確でした。訓練はしていると思いますけど、差がありすぎ。,63,スムーズレジクラスター,4,7,9,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,561.0,0.5575607112504429,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,9,9,7,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,1115.0,0.5536183212958143,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,5,9,5,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,1755.0,0.0145529336564551,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,9,8,9,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,831.0,0.2583306706868397,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,6,6,7,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,985.0,0.8626361850232042,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,8,7,8,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,2645.0,0.0947013566079498,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,6,6,6,Null,Null
セルフレジが欲しい,MEGAドン・キホーテUNY東海通店,550.0,0.192957432064501,-32.699253,27.25912,セルフレジが欲しい,53,セルフレジクラスター,5,8,8,Null,Null
セルフレジが欲しい,MEGAドン・キホーテUNY東海通店,945.0,0.3988952959367966,-32.699253,27.25912,セルフレジが欲しい,53,セルフレジクラスター,8,7,8,Null,Null
お菓子やパン等が安いが消耗品を安くしてほしい。,MEGAドン・キホーテUNY東海通店,1625.0,0.0743759982763032,6.9300036,-34.89684,お菓子やパン等が安いが消耗品を安くしてほしい。,43,食品クラスター,4,6,5,Null,Null
レジ担当の方、皆さんとても感じが良いです。,MEGAドン・キホーテUNY東海通店,5610.0,0.5911575788105317,-62.716415,12.94623,レジ担当の方、皆さんとても感じが良いです。,57,従業員対応クラスター,9,8,7,Null,Null
レジ混みすぎ。なんとかして。,MEGAドン・キホーテUNY東海通店,1785.0,0.9035741853843378,-65.93269,-18.742043,レジ混みすぎ。なんとかして。,66,スムーズレジクラスター,5,6,5,Null,Null
何個か白菜にハエの死体が入っていました。,MEGAドン・キホーテUNY東海通店,1095.0,0.1047211185888488,-27.061275,-43.57889,何個か白菜にハエの死体が入っていました。,21,商品情報クラスター,8,5,7,Null,Null
凄く混んでいても、アテンダント多数いても、臨機応変に誰かレジを開けて貰いたい。,MEGAドン・キホーテUNY東海通店,657.0,0.3131036194829412,-70.597115,-14.605336,凄く混んでいても、アテンダント多数いても、臨機応変に誰かレジを開けて貰いたい。,71,スムーズレジクラスター,7,6,5,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,561.0,0.5575607112504429,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,7,6,5,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,1115.0,0.5536183212958143,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,8,9,7,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,1755.0,0.0145529336564551,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,9,6,4,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,831.0,0.2583306706868397,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,9,8,4,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,985.0,0.8626361850232042,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,8,4,7,Null,Null
とても気持ちの良い接客です。,MEGAドン・キホーテUNY東海通店,2645.0,0.0947013566079498,-56.518467,19.37808,とても気持ちの良い接客です。,58,従業員対応クラスター,9,6,4,Null,Null
猫砂の値段が元に戻ってくれるといいけど,MEGAドン・キホーテUNY東海通店,1855.0,0.2294733237977955,19.665407,-54.141544,猫砂の値段が元に戻ってくれるといいけど,39,ビフィズス菌クラスター,4,9,5,Null,Null
肉が高すぎる,MEGAドン・キホーテUNY東海通店,8605.0,0.93375829829648,16.353716,-33.356297,肉が高すぎる,42,お肉クラスター,9,5,5,Null,Null
買いたかった釜めしの素が安く買えました,MEGAドン・キホーテUNY東海通店,1315.0,0.4728276130150427,6.939902,-26.52298,買いたかった釜めしの素が安く買えました,43,食品クラスター,7,4,9,Null,Null
朝早く(09:30)初めて来店したが商品搬入時にも関わらず整然としており店内は綺麗であった。外国人学生バイトが少なく日本人主婦バイトが多く見受けられ、やはり細やかな配慮を感じた。外国人差別でなく、この細やかさを吸い上げマニュアル化すべき……世界に通ずるドン・キホーテ店舗管理方法を確立してほしい。,MEGAドン・キホーテUNY東海通店,3785.0,0.339534907476941,-43.938892,-8.262145,朝早く(09:30)初めて来店したが商品搬入時にも関わらず整然としており店内は綺麗であった。外国人学生バイトが少なく日本人主婦バイトが多く見受けられ、やはり細やかな配慮を感じた。外国人差別でなく、この細やかさを吸い上げマニュアル化すべき……世界に通ずるドン・キホーテ店舗管理方法を確立してほしい。,74,店内混雑クラスター,4,4,4,Null,Null
