comment,category,tag,keywords
レジの方の対応がとても良かったです 。,サービス・設備,接客態度,"['レジ', '対応', '良かった']"
品出しの人がじゃま。,サービス・設備,商品陳列,"['品出し', 'じゃま']"
和泉中央店 今日暑かったですよ!!店内エアコンが切られてたのか、外と温度が同じでした ゆっくり商品を見たいのに汗出てゆっくりなんてしてられませんでした!!季節が進んだからエアコン切るのでは無く、その日の気温に合わせて欲しいです 皆が車で来るのでは無く、３０分以上運動を兼ねて歩いて行く客もいる事を考えてもらいたいです 。,サービス・設備,空調,"['店内エアコン', '温度', '汗', '季節', '気温', '車', '運動', '歩く']"
フンドーキン無添加合わせ味噌ビッグサイズを置いていただきたいです 。,商品,デイリー,"['フンドーキン', '無添加', '合わせ味噌', 'ビッグサイズ']"
時々果物の値段が付いて無い時が有りました。,商品,商品在庫,"['果物', '値段']"
クーポン対象の商品を購入しようと思い探したがなかなか見つからなくて困った 手が届かないような高い場所にあったので購入するのを辞めた クーポン対象の商品は見つかりやすい場所に移動したり、各コーナーでクーポン対象の商品をまとめて置いたりしてみては見つけにくい 。,商品,商品陳列,"['クーポン', '商品', '購入', '見つからない', '高い場所', '辞めた', '見つけにくい']"
レジに並んでいる際、店内チラシを見て、何処かを見ていたが、きちんと声を掛けてくれた 。,サービス・設備,接客態度,"['レジ', '店内チラシ', '声を掛けてくれた']"
私はドンキで買い物をするのが好きです なぜなら、常にプロモーションがあるからです レジの女の子、特にブロンドの髪の女の子が大好きです とても親切。,サービス・設備,接客態度,"['ドンキ', '買い物', 'プロモーション', 'レジ', '女の子', 'ブロンドの髪', '親切']"
食料品の値段を下げて欲しい 期限の近い商品の割引を増やして欲しい。,商品,デイリー,"['食料品', '値段', '下げる', '期限', '近い', '商品', '割引', '増やす']"
レジの対応は良かったです。,サービス・設備,接客態度,"['レジ', '対応', '良かった']"
東洋水産ふっくら中華風おこわ298円を復活させて頂きたい 。,商品,デイリー,"['東洋水産', 'ふっくら中華風おこわ', '復活']"
玉子売り場が2箇所あるので１つにまとめてほしい。,商品,商品陳列,"['玉子売り場', 'まとめて']"
今回のレジをしてくださった方は、以前商品のことを聞いた時も丁寧に対応してくださったので、嬉しく思いました 。,サービス・設備,接客態度,"['レジ', '商品', '聞いた', '丁寧']"
レジの並びが分かりにくかった 。,サービス・設備,レジ処理の速度,"['レジ', '並び', '分かりにくい']"
お弁当がすぐ売り切れるので、もっと在庫を並べてほしい 。,商品,デイリー,"['お弁当', '在庫']"
レジは人によって対応がかなり違いますね 年齢が上の方の方が丁寧な対応ができてると思います ー。,サービス・設備,接客態度,"['レジ', '人', '対応', '年齢', '上の方', '丁寧']"
アリエール除菌プラスが以前945g298円で売っていたが、ココ最近、増量してるのにも関わらず高くなってる 。,商品,ホームグッズ,"['アリエール除菌プラス', '945g', '298円', '増量', '高くなってる']"
クーポンについて、詳しく教えてくれました 。,サービス・設備,商品知識,"['クーポン', '詳しく', '教えて']"
いつも　安いと思います。,サービス・設備,商品価格,['安い']
アイスクリームをもっと安くして欲しい 。,商品,デイリー,"['アイスクリーム', '安く']"
駐車場の割引が2000円以上で1時間は高すぎる また出口も厚木街道に出にくく駐車場の中で渋滞していることがある 。,サービス・設備,駐車場,"['割引', '高すぎる', '出口', '厚木街道', '渋滞']"
リステリン安く提供して欲しいです。,商品,ヘルスケア,"['リステリン', '安く', '提供']"
弁当美味しい。,商品,デイリー,"['弁当', '美味しい']"
日本酒の種類を増やしてほしい 高知のお酒で船中八策を置いてほしいです！。,商品,フード＆ドリンク,"['日本酒', '種類', '高知', 'お酒', '船中八策']"
イワタニのカセットフータフまるを安くして欲しい。,商品,ホームグッズ,"['イワタニ', 'カセットフータフまる', '安く']"
メガネ、ふっくらされている男性ですが、何時も心地良い対応をされます 。,サービス・設備,接客態度,"['メガネ', 'ふっくらされている男性', '心地良い対応']"
安売りの品の所に違う商品が入っていて、間違えて購入しそうになった 気になる商品があったが値段表示がなく購入しなかった。,商品,商品在庫,"['安売り', '品', '違う商品', '購入', '値段表示']"
対応が良かった。,サービス・設備,接客態度,[]
ぞう菜を種類多く，魚売場質をもっとよくして値段ら高くても良いから。,商品,ベジタブル・フルーツ,"['ぞう菜', '種類', '魚売場', '質', '値段']"
16日にペイチャがつかえなかった（15日の深夜だからとのこと）。,サービス・設備,ハンディキャップ対応,"['ペイチャ', 'つかえなかった', '15日', '深夜']"
クーポンの、醤油ラーメン、とんこつラーメン朝10時迄に来店するのですが、毎回欠品ばかり5回以上続いてるので、無いので有ればクーポンに掲載しないで 他の品物でかまんから、在庫確実に有る品物に転換して下さい 至急宜しくです。,商品,欠品,"['クーポン', '醤油ラーメン', 'とんこつラーメン', '来店', '在庫確実']"
混雑時にレジを全部解放して欲しい。,サービス・設備,レジ処理の速度,"['混雑時', 'レジ', '解放']"
いつも、お掃除が行き届いていて、雨の日でも、床が、ピカピカで気持ちが良いですね。,サービス・設備,店内の清潔度,"['お掃除', '行き届いて', '雨の日', '床', 'ピカピカ', '気持ちが良い']"
量販店より、お酒の種類が少ない 。,商品,リカー＆ワイン,"['お酒', '種類', '少ない']"
空いて良かった。,サービス・設備,店内の清潔度,['空いて']
接客があまり良くない みんなちょっと派手すぎる。,サービス・設備,接客態度,"['接客', '派手']"
子供と行く事が多いので、通路がもう少し広かったらなぁと思います 。,サービス・設備,店内レイアウト,"['子供', '通路', '広い']"
この時期で真田、挨拶は、いらないです 。,サービス・設備,接客態度,"['真田', '挨拶']"
生ハムが、198円から238円になってからは買っていません よく行く食品スｰパーと価格が変わらなくなったからです 何故なのでしょうか？。,商品,商品在庫,"['生ハム', '価格', '変わらない']"
レジ対応良 今朝TVでドンキさんの特集を拝見しました さまざまな商品開発、興味深かったです フリーズドライ製法のものが多いようなので、こだわりお茶漬けを作ってみたらいかがでしょうか 。,商品,デイリー,"['レジ対応', '特集', '商品開発', 'フリーズドライ製法', 'お茶漬け']"
いつもきれいに掃除されている。,サービス・設備,店内の清潔度,['掃除']
リステリンは？。,商品,ヘルスケア,['リステリン']
楽しんでお買い物出来ました 。,商品,デイリーグッズ,"['お買い物', '楽しんで']"
小学生をつれて、2000円以上購入したのにゲームコインをもらえない時があったレジの店員によるかもしれないが、統一してほしい。,サービス・設備,レジ処理の速度,"['小学生', '2000円以上', 'ゲームコイン']"
焼肉のタレが美味しかったです 。,商品,フード＆ドリンク,"['焼肉', 'タレ', '美味しい']"
下着を買った時に、男性のレジの方しか、いなくて近くにレジを片付けている女性の方に、声かけて下着なので男性のレジでは、抵抗があると話たら、清算してくれましたとても感じが良かったです。,サービス・設備,接客態度,"['下着', '男性のレジ', '女性のレジ', '声かけ', '清算', '感じが良い']"
レジの手際が良くて待たされる事も無かった。,サービス・設備,レジ処理の速度,"['レジ', '手際', '待たされる']"
レジの人がスムーズで良かった！シャンプーが少し高い気がしますもう少し安くしたらお客さんも買うかも。,サービス・設備,レジ処理の速度,"['スムーズ', '良かった']"
買いたい物の場所がわからない時、従業員さんがいなくて困る。,サービス・設備,接客態度,"['従業員', '困る']"
レジの方は接客的に対応してほしい。,サービス・設備,接客態度,"['レジ', '接客']"
夕方の忙しい時間でしたが、皆さん、テキパキと仕事をしていました 頑張って下さい。,サービス・設備,接客態度,"['忙しい', '時間', 'テキパキ', '仕事', '頑張って']"
即席麺、カップ麺を安くして欲しい‼︎。,商品,デイリーグッズ,"['即席麺', 'カップ麺', '安く']"
武豊店です 1階に少しでも、良いから休憩場所作って下さい～、優しくして下さい。,サービス・設備,店内レイアウト,"['休憩場所', '優しく']"
一部陳列が変わっていました、よかったと思います 他にもあると思います　よろしくお願いします 。,サービス・設備,商品陳列,"['陳列', '変更']"
食品レジにいたSさんの対応がとっても良かったです きちんと目を見て、丁寧に対応してもらえたのが、気持ち良かったです 。,サービス・設備,接客態度,"['Sさん', '対応', '目を見て', '丁寧']"
ピュリナワン。,商品,ペット＆ガーデン,['ピュリナワン']
駐車場入口の警備員さんの態度がデカイ 。,サービス・設備,駐車場,"['警備員', '態度', 'デカイ']"
雨の日に傘が無かった。,商品,カーライフ,"['傘', '雨']"
最近は飲み物が安くない!!前まではドラッグストアより安かったのに最近はドラッグストアの方が安い 。,商品,フード＆ドリンク,"['飲み物', '安くない', 'ドラッグストア']"
値札がついていない商品が積み上げてあり、店員さんに聞いて買いました 数日後に行ってもまだ値札がついていませんでした 。,商品,商品陳列,"['値札', '積み上げ', '店員', '聞く', '買う', '数日後']"
レジでの間違い時に謝罪の言葉なし。,サービス・設備,接客態度,"['レジ', '間違い', '謝罪']"
2.2ミリの太麺パスタを入れて下さい トロピカーナグレープフルーツジュースの小さいバックを入れて下さい 。,商品,デイリー,"['太麺パスタ', 'トロピカーナグレープフルーツジュース']"
朝早かったので、レジに並ぶ人なし レジの人の名前はわからないが、クーポンがちゃんと使われている事を知らせてくれて良いと感じた 。,サービス・設備,接客態度,"['朝早かった', 'レジに並ぶ人なし', 'クーポン', '使われている']"
通路をもっと広くして下さい 。,サービス・設備,店内レイアウト,"['通路', '広く']"
ヤクルト1000増やしてください。,商品,デイリー,"['ヤクルト', '1000']"
支払いをスムーズにする為に、繁忙時は、すべてのレジを解放して欲しい事と宇品店のように店員さんの商品レジスキャンて購入金額が確定したら支払いを顧客自動精算機でできるようにしてもらえればと思います 。,サービス・設備,レジ処理の速度,"['支払い', 'スムーズ', '繁忙時', 'レジ', '解放', '宇品店', '店員', '商品レジスキャン', '購入金額', '支払い', '顧客自動精算機']"
たまごのクーポンが月の後半でなくなるので補充して欲しい。,商品,デイリー,"['たまご', 'クーポン', '補充']"
レジの若い店員の接客態度が悪い。,サービス・設備,接客態度,"['レジ', '若い店員', '悪い']"
レジの方や従業員さんの対応が良かったです また利用したいです！。,サービス・設備,接客態度,"['対応', '良い', '利用']"
日替わりの商品が開店1時間しないのに売り切れは早すぎる 。,商品,商品在庫,"['日替わり', '売り切れ']"
今日もレジ2箇所しか空いてなくて、早く帰宅したいので焦って買い物したに意味なく時間が経つ、なので会社帰りはなるべくドンキーさんは寄らないようにしてます 土日は最悪だと思います 。,サービス・設備,レジ処理の速度,"['レジ', '空いてない', '時間がかかる']"
レジ混みすぎ。,サービス・設備,レジ処理の速度,"['レジ', '混みすぎ']"
アニメコラボしてるグッズの詳細ポスターに売り切れシールが貼られてるのですが、店頭にある商品なのに売り切れシールが貼られてることがあるので、注意してほしいです 。,商品,トイ＆バラエティ,"['アニメコラボ', 'グッズ', '詳細ポスター', '売り切れシール', '店頭']"
業務用ミックスナッツをおいてね!。,商品,デイリー,"['業務用', 'ミックスナッツ']"
洗顔フォームを探したが見つかるまで時間がかかった、しかも種類が少ないドンキホーテの方が種類が多く珍しいタイプがあるメガドンキの方が売り場広いのに、種類が少なく残念。,商品,ホームグッズ,"['洗顔フォーム', 'ドンキホーテ', 'メガドンキ']"
アイスキャンディーの商品を○○入荷して欲しいとレジーの方に頼んだら、すぐメモを取りすぐに対応してくださり次回買い物に行ったら、その商品があり、嬉しかったです ありがとうございました 夏、あの抹茶ミルクキャンディーが食べれて、嬉しかったです 店員さんありがとうございました 。,商品,デイリー,"['アイスキャンディー', '入荷', 'メモ', '対応', '買い物', '抹茶ミルクキャンディー', '店員さん']"
セルフレジがほしい。,サービス・設備,レジ処理の速度,['セルフレジ']
品だしの人、通路狭いので周りみながらやってほしいです ぶつかりました 。,サービス・設備,接客態度,"['品だし', '通路狭い', '周りみながら', 'ぶつかりました']"
欲しかった物が在庫が無かった 棚に物が少なくて、高い所の物が奥まで手を伸ばすのが大変で取りにくい 。,商品,商品在庫,"['在庫', '棚', '手を伸ばす', '取りにくい']"
さつまいもがカットされてたら買います 。,商品,デイリー,"['さつまいも', 'カット']"
丁寧に接客していただいたので何も言うことはありません 。,サービス・設備,接客態度,[]
対応は、人による 今日の対応は、もう少し丁寧にしても良かったと思う あまり気分は良くない 。,サービス・設備,接客態度,"['対応', '丁寧']"
野菜も置いて頂けると助かります 。,商品,ベジタブル・フルーツ,['野菜']
いつも楽しくて安くていくのがたのしみです！。,サービス・設備,商品価格,"['楽しい', '安い']"
大人のおしめを探したのですが、見当たらなくて、諦めました 少しでも置いてもらえると有り難いです 。,商品,ヘルスケア,['大人のおしめ']
レジで商品をかごに移す際 商品の扱いが雑でした 駐輪場にカートがいくつもあって 道を塞いでいた 。,サービス・設備,レジ処理の速度,"['商品', '扱い', '雑', '駐輪場', 'カート', '道', '塞いでいた']"
9月の特売品がたくさん有って良かったです!。,商品,商品在庫,"['特売品', '9月']"
お弁当買ったけどお箸もらえなかった 何か応募用紙をもらってた人もいたけど私は3千円以上買ったけどもらえなかった 。,サービス・設備,接客態度,"['お弁当', 'お箸', '応募用紙', '3千円以上']"
下着を購入した時、黒の袋に入れてくれました、ありがとうございました 。,商品,メンズインナー,"['下着', '購入', '黒の袋']"
こたにやって人、サービス業に向いてない 普通なら言わなくてもいい事が出来ないのでムカつく 。,サービス・設備,接客態度,"['こたにやって人', 'サービス業', '向いてない', '言わなくてもいい事', 'ムカつく']"
すごく、手際が良く良かった。,サービス・設備,接客態度,['手際が良い']
レジが早くてすごい。,サービス・設備,レジ処理の速度,"['早い', 'すごい']"
レジが２台しか開いていなかったので並びました 。,サービス・設備,レジ処理の速度,"['レジ', '開いていなかった', '並びました']"
レジを担当してくださったHさん？は手際が良くマスクをしているにも関わらず声が聞き取りやすくて好感が持てましたが、髪の毛の色は銀髪でいいのでしょうか？。,サービス・設備,接客態度,"['Hさん', '手際', 'マスク', '声', '髪の毛', '色', '銀髪']"
レジが早くて嬉しいです 人の列ができるとすぐに応援の人が来てくれます！。,サービス・設備,レジ処理の速度,"['早い', '嬉しい', '列', '応援']"
従業員さんのニコニコが嬉しかったです＼(^o^)／。,サービス・設備,接客態度,"['従業員', 'ニコニコ', '嬉しい']"
いつもレジは混んでいますが、店員さん皆んなレジさばきが早く、会計処理を機械で自分で行うシステムになったので、混んでいてもストレスは感じなくて良いです 。,サービス・設備,レジ処理の速度,"['混んでいる', '店員さん', 'レジさばき', '会計処理', '機械', 'ストレス']"
品物を丁寧に探してくださいました 。,サービス・設備,商品在庫,['探す']
欲しい商品の在庫がなかった 。,商品,商品在庫,"['欲しい', '在庫']"
木更津店でのことですが　クーポン発券保有出来たのに商品が無いってひどいなと思いました 。,サービス・設備,欠品,"['クーポン', '発券', '商品', '無い']"
座椅子の値段がわからないのがあった 誰が見てもわかりやすいようにしてほしいです 。,商品,ホームインテリア,"['座椅子', '値段', 'わかりやすい']"
飲み物をもっと安くしてほしい。,商品,フード＆ドリンク,['安く']
レジが混んでてビックリ!毎日こうなのかな？お客さんに感謝ですね 。,サービス・設備,レジ処理の速度,"['レジ', '混んでる', 'ビックリ', '毎日', 'お客さん', '感謝']"
他店にない品揃えをお願いします 。,商品,商品陳列,['品揃え']
携帯に関する商品ですが、携帯カバーなど以前は種類や数もたくさんあったと思うんですが？今はあまりなくて残念でした モバイルバッテリーに関しては安くなっていて、説明が大きく書いて貼ってあったのでわかりやすくてよかったです 。,商品,スマホパーツ,"['携帯', '携帯カバー', 'モバイルバッテリー']"
2階ブランド品コーナーのお会計してくれたスタッフさんがにこやかに接客してくれてとても良い印象だった 。,サービス・設備,接客態度,"['2階', 'ブランド品コーナー', 'お会計', 'スタッフ', 'にこやか', '接客', '良い印象']"
1499円の焼酎だけは価格を維持して欲しい 。,商品,リカー＆ワイン,"['焼酎', '価格']"
商品の場所が分かりにくい。,サービス・設備,店内レイアウト,"['商品の場所', '分かりにくい']"
一人者の為カット果物などの少量の商品を増やして欲しい できればブドウとか梨とか桃が食べたいのですが一人だとなかなか手を出せないです 。,商品,デリカ,"['カット果物', '少量', 'ブドウ', '梨', '桃']"
レジの、Mさんという方が、とても感じの良い対応をしてくださり、気持ちよく買い物をすることができました ありがとうございました 。,サービス・設備,接客態度,"['Mさん', '感じの良い対応', '気持ちよく買い物']"
店員の配置が悪く、見つからない商品を探せない。,サービス・設備,商品在庫,"['店員', '配置', '見つからない', '商品', '探せない']"
レジの従業員さんが、親切でした。,サービス・設備,接客態度,"['レジ', '従業員', '親切']"
メガネをかけたレジの男性（若め）が親切でした。,サービス・設備,接客態度,"['メガネ', 'レジ', '男性', '若め', '親切']"
スッキリをみてアスパラのお菓子を買いにきたのに取り扱ってないのはなぜ… 悲しい 枚方店 。,商品,デイリー,"['スッキリ', 'アスパラ', 'お菓子', '買いに来た', '取り扱ってない', '悲しい', '枚方店']"
アプリを開いたら登録みたいなのが必要になった レジに並んでたのに、そのせいで後にならび直し！レジの店員さんも変わることを知らなくて、戸惑ってました レジの店員さんが可愛そうです 。,サービス・設備,レジ処理の速度,"['登録', 'レジ', '店員', '戸惑っていた']"
一階全入り口にペットボトル回収箱を置いてほしい 。,サービス・設備,ペット＆ガーデン,"['ペットボトル', '回収箱', '入り口']"
インスタントラーメン、お水、ドリンクをもう少し安くして欲しい。,商品,デイリー,"['インスタントラーメン', 'お水', 'ドリンク', '安く']"
カー用品の品物をもっと増やして欲しい 。,商品,カーライフ,"['カー用品', '増やす']"
特にない 書いてもどうせ何も変わらないから 。,商品,商品知識,[]
スマホのバーコードの読み取りがなかなかできませんでした 。,サービス・設備,スマホパーツ,"['バーコード', '読み取り']"
地下駐車場のカートを整理してるおじさんの笑顔と対応が素敵 。,サービス・設備,駐車場,"['地下駐車場', 'カート', '整理', 'おじさん', '笑顔', '対応', '素敵']"
地下にもお手洗いがほしい。,サービス・設備,トイレ設備,"['地下', 'お手洗い']"
惣菜コーナーのメニューをもっと増やして欲しい チキンや揚げ物系が多くて色が茶色系がほとんどでもっとヘルシーな商品もあったら良いと思う サンドイッチやスィーツ等もあると嬉しいです 。,商品,デリカ,"['惣菜コーナー', 'メニュー', '増やす', 'チキン', '揚げ物', '茶色系', 'ヘルシー', 'サンドイッチ', 'スィーツ']"
従業員さんのちょっとした心遣いが嬉しかったです 。,サービス・設備,接客態度,"['従業員', '心遣い', '嬉しい']"
バーゲンブックが良かった すみっコぐらしがあまりなかった 。,商品,トイ＆バラエティ,"['バーゲンブック', 'すみっコぐらし']"
夜きても食品があるのが嬉しい。,商品,デイリー,"['夜', '食品', '嬉しい']"
横須賀にメガドンキを作って欲しい ドンキとピカソで２店舗あるがどちらも老朽化を感じる 建て直す事があれば、一つにしていいのでメガドンキにしてほしい 。,サービス・設備,商品陳列,"['メガドンキ', '横須賀', 'ドンキ', 'ピカソ', '老朽化', '建て直す']"
東洋水産ふっくら中華風おこわ298円を復活させて頂きたい 。,商品,デイリー,"['東洋水産', 'ふっくら中華風おこわ', '復活']"
会計までの道のりがたまに迷子になるので、会計までの順路というか欲しい。,サービス・設備,店内レイアウト,"['会計', '道のり', '迷子']"
クーポンの商品の場所がわかりにくいです 。,サービス・設備,商品陳列,"['クーポン', '商品', '場所', 'わかりにくい']"
お菓子のうまい棒のバラ売りがほしいです。,商品,菓子・珍味,"['うまい棒', 'バラ売り']"
激辛カルパス売れ切れだった 。,商品,デイリーグッズ,"['激辛カルパス', '売れ切れ']"
ポップの値段と　レシートの値段が違っているのは　どうしてですか?昨日より安いと　思ったから買ったのに　値段の見間違いかと思い翌日確認したけと　見間違いではなかった ものすごく損した気分　数年前にも　同じ事が　ありました。,商品,商品在庫,"['ポップ', '値段', 'レシート', '違っている', '見間違い', '損した']"
無料レジ袋ありがとうございます 情熱価格の赤ちゃんのお尻拭き入荷お願い致します。,商品,デイリー,"['レジ袋', 'お尻拭き']"
商品の陳列が綺麗で見やすかった 。,商品,商品陳列,"['綺麗', '見やすい']"
レジの女性が積極的で好印象でした 。,サービス・設備,接客態度,"['レジ', '女性', '積極的', '好印象']"
従業員のUさんがとても親切で気持ちよかったです 。,サービス・設備,接客態度,"['従業員', 'Uさん', '親切', '気持ちよい']"
お米の価額をもっと下げってもらえないでしょうか？市場より1円や2円安いというのは1番安いとは言えません 。,商品,デイリー,"['お米', '価格', '下げてもらえない']"
詰替用の乾燥パセリが有機パセリの高いヤツしか無く、探しても見付かりませんでした 。,商品,デイリー,"['詰替用', '乾燥パセリ', '有機パセリ']"
紙パックの飲み物が安かったので良かったです。,商品,デイリー,"['紙パック', '飲み物', '安かった', '良かった']"
レジ待ち改善。,サービス・設備,レジ処理の速度,"['レジ待ち', '改善']"
平日昼間に初めていきました いつも混んでるのでマジカ払いは助かります。,サービス・設備,レジ処理の速度,"['平日昼間', '初めて', '混んでる', 'マジカ払い', '助かります']"
他の店と比較しても商品の値段がたいして変わらないので日用品とか食品やら買うなら他で買ったほうがいいかなと思う値段設定かなと思う。,商品,商品知識,"['値段', '日用品', '食品', '買う']"
駐車場穴だらけ。,サービス・設備,駐車場,['穴']
混んでいても、皆さんニコニコとしていますね 頑張って下さい。,サービス・設備,接客態度,"['混んでいる', 'ニコニコ']"
トイレットペーパーの種類を増やしてほしい。,商品,ホームグッズ,"['トイレットペーパー', '種類', '増やす']"
洗剤系すべて高い ダイレックスなどのほうがやすい。,商品,商品知識,"['洗剤', '高い', 'ダイレックス', 'やすい']"
値上がりが気になりましたが安い商品があるから、嬉しい あと値引きされた商品があると余計にラッキーって思います マジカカードをもっと利用してほしい マジカカードで支払いしたら五％になるとか 。,商品,商品価格,"['値上がり', '安い商品', '値引き', 'マジカカード', '支払い']"
最近レジの店員さんは皆さん言葉もハキハキしているしお客様対応が良くなったと思います、接客面では無いんですが！いつもワンちゃんの餌にササミのメガ盛りを買うんですが最近価格が高くなった上にササミの処理が雑になったような気がします薄皮がくっついていて食べるのは食べるんですが湯がいた後はがして与えてます 。,商品,ペット＆ガーデン,"['ワンちゃん', '餌', 'ササミ', 'メガ盛り', '価格', '処理', '薄皮', '湯がい']"
アシードブリュー(株)のバニラ&チェリーコーラを常に品揃えして欲しいです 1年に1回位しか見かけないので…見つけたら必ず購入するがいつでも帰るの安心がない。,商品,デイリー,"['アシードブリュー', 'バニラ&チェリーコーラ', '品揃え', '購入', '安心']"
たまには、クジが当たって欲しい 。,サービス・設備,商品知識,"['クジ', '当たる']"
オートミールの種類を増やして欲しい 。,商品,デイリー,"['オートミール', '種類', '増やす']"
　今のところ，特段対応の悪い従業員に当たったことはない また、贅沢なお願いかもしれないが、もう少し笑顔を増やしてくれるとありがたい 。,サービス・設備,接客態度,['笑顔']
前より　わずかに良くなって　きてますが、まだまだですね!!　今週は、対応の良くない　店員の名札確認します！　。,サービス・設備,接客態度,"['対応', '店員', '名札']"
レジの方はとても親切でした？。,サービス・設備,接客態度,['親切']
レジ対応してくれた方の態度が悪かったエレベーター前での店員同士のお喋りが気になった。,サービス・設備,接客態度,"['レジ対応', '態度', 'エレベーター前', '店員', 'お喋り']"
レジが少ない。,サービス・設備,レジ処理の速度,"['レジ', '少ない']"
対応したレジの方がいい人でした 。,サービス・設備,接客態度,"['対応', 'レジ']"
会計の人はとてもよかった 。,サービス・設備,接客態度,"['会計', '人', 'よかった']"
いつも思う事ですが、店員さんにレジの台から会計機の台にかごを移して頂いていますが、会計機の前で、またカートに乗せなくてはいけないのが、少々ツラいです 考えて、レジが終わらぬ先に、カートを会計機の台に待たせると、店員さんがツラいみたいで、悩みます 。,サービス・設備,レジ処理の速度,"['レジ', '会計機', 'カート', '店員さん']"
是非気軽にいただける飲食店を増やしてほしいです！フードコートでも店舗でも 。,サービス・設備,フード＆ドリンク,"['飲食店', 'フードコート', '店舗']"
最初に並んでたのに2番目の客の会計を先にされた 。,サービス・設備,レジ処理の速度,"['並ぶ', '会計', '先に']"
荷物を袋につめるところがせまい。,サービス・設備,店内レイアウト,"['荷物', '袋', 'つめる', 'せまい']"
レジからの動線が良くなり、買い物がしやすくなった。,サービス・設備,店内レイアウト,"['レジ', '動線', '買い物']"
あさひ　本生を、安くして欲しい。,商品,サイクル,"['あさひ', '本生', '安く']"
Fさんの対応が良かった。,サービス・設備,接客態度,"['対応', '良かった']"
レジのIさん、子供への優しい対応でした 。,サービス・設備,接客態度,"['レジ', 'Iさん', '子供', '優しい対応']"
今回、売場価格表示とレジ精算価格が違ってた 。,サービス・設備,商品在庫,"['売場価格表示', 'レジ精算価格', '違ってた']"
レジが長蛇の列 うんざり 。,サービス・設備,レジ処理の速度,"['レジ', '列', 'うんざり']"
贅沢しぼりのチューハイを安くしてほしいです 。,商品,ホームグッズ,"['贅沢しぼり', 'チューハイ', '安く']"
通路はダンボールで カート通れないレジ マイカゴ渡してるのに 普通のカゴに入れられ 自分で 入れ直させられる何か知らない商品の勧誘 入口でやってるから 声掛けてる人 ぢゃまで 通れない。,サービス・設備,商品陳列,"['通路', 'ダンボール', 'カート', 'レジ', 'マイカゴ', '商品の勧誘', '入口', '声かけ']"
普通に良かったです (普段から接客は良いですよ )。,サービス・設備,接客態度,"['普段', '接客', '良い']"
ポテチを安くして欲しい 。,商品,デイリー,"['ポテチ', '安く']"
忙しい時間帯や、レジに多くのお客様がいる際空いてるレジがあるなら、全部使ってお客様の流れを早くして欲しい。,サービス・設備,レジ処理の速度,"['忙しい時間帯', 'お客様', '流れを早く']"
豊見城店、いつも利用させていただいてます 訪れるたびに店員さんの対応が悪く良いイメージはありません ですが本日レジ対応いただいた若い男性店員さん、とっても良かったです レシートに記載あるので名前はAMさん？かな？ 手際もよく声も聞こえやすく元気で好印象でした AMさんのようなスタッフがもっと増えると良いなと思います 。,サービス・設備,接客態度,"['豊見城店', '利用', '店員さん', '対応', '悪い', 'イメージ', 'レジ対応', '若い男性店員さん', '良い', 'レシート', '名前', 'AMさん', '手際', '声', '元気', '好印象', 'スタッフ', '増える']"
従業員の「M」さんという方の対応がすごく良かった 9月15日午前9時ごろに買い物していて、商品(お米)の場所が分からなかった時、とても丁寧に対応してくれた 感動した 彼女を評価してほしい 。,サービス・設備,接客態度,"['従業員', 'Mさん', '対応', '良かった', '買い物', '商品', 'お米', '分からなかった', '丁寧', '感動']"
普通でした。,商品,商品知識,[]
店員さんの対応がテキパキしていてとてもわかりやすかった 。,サービス・設備,接客態度,"['対応', 'テキパキ', 'わかりやすい']"
レジのメガネやのおばちゃんが、とても親切だったありがたかった。,サービス・設備,接客態度,"['レジ', 'メガネ', 'おばちゃん', '親切']"
もっと沢山の商品を置いて欲しいです 。,商品,商品在庫,"['沢山', '置いて', '欲しい']"
レジをしてくれた方が、子供に優しく対応してくれた！そういうのは、親からするとありがたいです 。,サービス・設備,接客態度,"['レジ', '子供', '優しく', '対応']"
クーポンの種類を増やしてほしい。,サービス・設備,割引サービス,"['クーポン', '種類', '増やす']"
混んでいるのにレジが二個で代用しているけど他のレジも開けて欲しかった。,サービス・設備,レジ処理の速度,"['混んでいる', 'レジ', '二個', '代用', '他のレジ', '開けて欲しい']"
重量のあるスヌーピーのお菓子詰め合わせが何日も、ぶら下がっています...が、これに3回頭を強打しました 苦情はないのでしょうか 頭がズキズキしています 。,商品,菓子・珍味,"['スヌーピー', 'お菓子詰め合わせ', '頭を強打']"
従業員の方もとてもスムーズに対応してくださり混まずに会計ができ良かったです 。,サービス・設備,レジ処理の速度,"['従業員', 'スムーズ', '対応', '会計']"
定員さん親切に買いたいものを一緒に探してくれました。,サービス・設備,接客態度,"['定員', '親切', '買いたいもの', '探す']"
閉店間際にお惣菜１０％引きじゃ廃棄が増えるのでは？？。,商品,デリカ,"['お惣菜', '廃棄']"
朝早く利用してます 他のお店は開店してないので助かってます 開店間際は他のお客様も少なく、ゆっくり買い物か出来て、駐車場も近くに止められるので重い買い物も出来ます これからも利用したいと思います。,サービス・設備,駐車場,"['朝早く', '開店間際', '駐車場', '重い買い物']"
自転車が停められなくて困りました。,サービス・設備,サイクル,"['自転車', '停められない', '困りました']"
リニューアル前だから？欠品が多かっつです 。,サービス・設備,欠品,"['リニューアル', '欠品']"
