mail,sentiment,journey,category,product-category,service-category,store-category,is_request,is_invalid
携帯の電波が悪いので改善して欲しい。,NEGATIVE,['DURING'],['STORE'],[],[],['store equipment'],True,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
探している商品が見つけにくかった。,NEGATIVE,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
何回書いても治らないからいいです。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
先日ピオーネを買いました 美味しかったです。,POSITIVE,['AFTER'],['PRODUCT'],"['food and drink', 'daily food']",[],[],False,False
毛穴撫子シリーズを安くして欲しい。,NEGATIVE,['DURING'],"['PRODUCT', 'SERVICE']",['beauty treatment device'],['discounts'],[],True,False
商品の場所がわからず店員さんに聞くといつも感じ良く教えて下さるので感謝しています 洗剤など掃除用品や台所用品などよく買いますがスーパーやドラッグストアより安いのでとても助かっています。,POSITIVE,['DURING'],"['SERVICE', 'PRODUCT']","['home goods', 'daily use items']","['customer service of store employees', 'coupons and discounts']",[],False,False
キリンアリカリイオン水安くしてください。,NEGATIVE,['DURING'],"['PRODUCT', 'SERVICE']","['food and drink', 'daily food']",['discounts'],[],True,False
たまに商品の場所が変わってわからなくなる時がある 場所が変わったら表示して欲しい 。,POSITIVE,['DURING'],['STORE'],[],[],['displays/missing items'],True,False
無し。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
もっとクーポン充実してほしい。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],['coupons and discounts'],[],True,False
レジスタッフさん、以前よりとてもいいです。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
ボタニスト系商品を安くして下さい 。,POSITIVE,['UNCATEGORIZED'],['PRODUCT'],['toy and variety'],[],[],True,False
丁寧 majicaの使い方に手間取っていたらサポートもしてくれて助かった。,POSITIVE,['AFTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
レジの男性が 丁寧にチャージしたら2年有効 と説明してくれました ありがとうございました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
どこに何があるかもう少しわかりやすくしてほしい。,POSITIVE,['DURING'],['STORE'],[],[],['displays/missing items'],True,False
オープン当初は、格安で買える食材かあったのですが、今は全然少ないです 。,NEGATIVE,['AFTER'],['PRODUCT'],['daily food'],[],[],False,False
特にない。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
パン売り場のパンの種類をふやしてほしいです バケットをおいてください 。,POSITIVE,['DURING'],"['REQUEST', 'STORE']",[],[],['displays/missing items'],True,False
缶ビールを安くしてほしい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']",['daily use items'],[],[],True,False
会員限定値引きの値札が見にくいものが多かったです。,NEGATIVE,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
レジのTTさんは丁寧で、空いてたらラッキー！と思って並びます 。,POSITIVE,['REGISTER'],['SERVICE'],[],['Courtesy'],[],False,False
土日レジの混雑がきになる。,NEUTRAL,['REGISTER'],['STORE'],[],[],['store congestion'],False,False
スナック菓子のポテトチップスが高いので安くしてほしい。,NEGATIVE,['DURING'],['PRODUCT'],['snack and delicacy'],[],[],True,False
以前、六本木店でクリスマスツリーを購入したが、ツリーの幹や枝が折れていて、使い物にならなかった 残念！。,NEGATIVE,"['DURING', 'AFTER']","['PRODUCT', 'STORE']","['car life', 'toy and variety']",[],['displays/missing items'],False,False
10時過ぎに来店平日だからなのか食肉コースは品数が少なく通路には箱が山積みいつもはこんな事なかったから今日は残念な感じでした。,NEGATIVE,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
核家族のため、豚肉や鶏肉など少量パック(50〜100ｇ位の使い切りサイズ位の量)の商品を、毎回店員さんにお願いしなくても良いように店側で店頭に置いて欲しい。,POSITIVE,['DURING'],"['PRODUCT', 'REQUEST']","['car life', 'toy and variety', 'home electronics', 'smartphone parts', 'adult goods', 'party goods', 'beauty treatment device', 'interior decoration', 'home goods', 'carpenter tool', 'bicycle', 'bedding', 'protein and training', 'outdoor', 'future products', 'daily use items', 'healthcare', 'pet and garden', ""men's underwear"", 'fashion and bag', 'brand fashion', 'import', 'shoes', ""women’s and kid's underwear"", 'aroma', 'cosmetics', 'stationery', 'women’s fashion accessories', 'skin care', 'food and drink', 'daily food', 'liquor and wine', 'gift', 'snack and delicacy', 'side dish', 'fresh meat', 'vegetable and fruits', 'fresh fish']",[],[],True,False
もう少し 障害者に 優しく できる まる買い物が できるようにしてください 。,POSITIVE,['DURING'],['SERVICE'],[],['Accessibility'],[],True,False
花屋横の階段に2階にあがってる時に踊り場の壁にとても大きい蜘蛛がいてビックリしました 。,NEUTRAL,['DURING'],['UNCATEGORIZED'],[],[],[],False,False
リニューアルして店の中が明るくなって、商品がゴチャゴチャしてなくて通路も広く買い物しやすくなったと感じました 。,POSITIVE,['AFTER'],['STORE'],[],[],['renewal'],False,False
シングルのトイレットペーパーを格安でお願いします。,NEUTRAL,['UNCATEGORIZED'],['PRODUCT'],['daily use items'],[],[],True,False
特にない。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
本を置いて下さい。,NEUTRAL,['UNCATEGORIZED'],['STORE'],[],[],['displays'],True,False
日本のお菓子だけは一階にしてほしい。,NEUTRAL,['UNCATEGORIZED'],['PRODUCT'],['snack and delicacy'],[],[],True,False
いいねっ！。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
各レジ並びだと、前の人にアクシデントがあると並び続けなければならなくて、どんよりする事がたまにある 。,NEUTRAL,['REGISTER'],['SERVICE'],[],['cashier'],[],False,False
お手洗いは掃除はされているのですが、おそらく古いため、便器の周りの床がジワッと濡れていたり、何となく汚いなという感じがします 綺麗になって欲しいです 。,NEGATIVE,['UNCATEGORIZED'],['STORE'],[],[],['cleanliness'],True,False
名前は分かりませんが、常連で顔を覚えてもらっていて、とても丁寧な接客です 。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],['customer service'],[],False,False
レジ打ちの若い男性の態度が、あまりにもぶっきらぼうで、声も小さく聞き取り辛くて最悪でした クーポン対象の商品も、上限数がまだまだ沢山あったにも関わらず、棚に一つも陳列されていなくて、店員さんに確認したかったので、10分程探しましたが、誰も売り場にはいませんでした 久しぶりに嫌な気持ちで店を出ました 。,NEGATIVE,"['DURING', 'REGISTER']","['SERVICE', 'STORE']",[],['customer service of store employees'],['displays/missing items'],False,False
フライパンコーナー等の日用雑貨売場がとても見えづらい 特に１階は何がどこにあるのか分からない 。,NEGATIVE,['DURING'],['STORE'],[],[],['store equipment and shopping areas'],False,False
レジの男性が親切。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
2.2ミリの太麺パスタを入れて下さい 。,NEUTRAL,['DURING'],['PRODUCT'],['daily use items'],[],[],True,False
レジの人が親切で良かったです 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
言葉通じない中国人の態度がわるい。,NEGATIVE,['DURING'],['SERVICE'],[],['customer service of store employees'],[],False,False
私がたまたま行くドンキは、ややクールな対応の方が多い店舗だと感じます まだ、近くのピアゴ店舗の店員さんは、とても丁寧な接客、特に高齢者に親切なんだと観て思います 。,NEUTRAL,['DURING'],['SERVICE'],[],['customer service of store employees'],[],False,False
特にない。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
一階レジ待ち、10人以上商品詰める場所が狭く待ったアルコール、炭酸一階に置いてほしい 重いからくじはじめて当たった。,NEUTRAL,"['DURING', 'REGISTER']","['PRODUCT', 'STORE']",['daily use items'],[],['store equipment and shopping areas'],True,False
今迄の駐輪場が駐車場になり、ここに自転車を置かないで下さいのついたてがありますが、かえって駐車場にすると危ないと思います 駐車場と駐車場の間に駐輪場ではなく今まで通り入って右側が駐輪場が良いと思います。,NEUTRAL,['AFTER'],['STORE'],[],[],['store equipment and shopping areas'],True,False
過剰接客、自分でやる 支払方法出来ると、言ってるのにやらしてくれ！やらしてくれ！。,NEGATIVE,['DURING'],['SERVICE'],[],[],[],True,False
売場の陳列が変わって見やすくなったと思います。,POSITIVE,['DURING'],['STORE'],[],[],[],False,False
値段がわからない商品があって、そういうのをなくしていただけたら助かります。,NEUTRAL,['DURING'],['STORE'],[],[],[],True,False
前にレジが見習い店員みたいてクレカのmajica番号を読まずに会計されてポイントが付かなかった こちらも初めてクレカ使ったため決済すれば自動に付くと思っていた 今はスマホのmajica番号とクレカをそれぞれ読み込ましている 見習いのレジは指導者がいたほうがよい。,NEGATIVE,['REGISTER'],['SERVICE'],[],[],[],True,False
レジの方の対応がとても良かったです。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
品出しの人がじゃま。,NEGATIVE,['DURING'],['SERVICE'],[],[],[],False,False
和泉中央店 今日暑かったですよ!!店内エアコンが切られてたのか、外と温度が同じでした ゆっくり商品を見たいのに汗出てゆっくりなんてしてられませんでした!!季節が進んだからエアコン切るのでは無く、その日の気温に合わせて欲しいです 皆が車で来るのでは無く、３０分以上運動を兼ねて歩いて行く客もいる事を考えてもらいたいです。,NEGATIVE,['AFTER'],['STORE'],[],[],[],True,False
フンドーキン無添加合わせ味噌ビッグサイズを置いていただきたいです。,NEUTRAL,['AFTER'],['PRODUCT'],['daily food'],[],[],True,False
時々果物の値段が付いて無い時が有りました。,NEUTRAL,['DURING'],['STORE'],[],[],[],False,False
クーポン対象の商品を購入しようと思い探したがなかなか見つからなくて困った 手が届かないような高い場所にあったので購入するのを辞めた クーポン対象の商品は見つかりやすい場所に移動したり、各コーナーでクーポン対象の商品をまとめて置いたりしてみては見つけにくい。,NEGATIVE,['DURING'],"['SERVICE', 'STORE']",[],[],[],True,False
レジに並んでいる際、店内チラシを見て、何処かを見ていたが、きちんと声を掛けてくれた。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
私はドンキで買い物をするのが好きです なぜなら、常にプロモーションがあるからです レジの女の子、特にブロンドの髪の女の子が大好きです とても親切。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
食料品の値段を下げて欲しい 期限の近い商品の割引を増やして欲しい。,NEGATIVE,['AFTER'],"['SERVICE', 'PRODUCT']",['daily food'],['coupons and discounts'],[],True,False
レジの対応は良かったです。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
東洋水産ふっくら中華風おこわ298円を復活させて頂きたい。,NEGATIVE,['AFTER'],"['SERVICE', 'PRODUCT']",['daily food'],[],[],True,False
玉子売り場が2箇所あるので１つにまとめてほしい。,NEGATIVE,['AFTER'],['STORE'],[],[],['displays/missing items'],True,False
今回のレジをしてくださった方は、以前商品のことを聞いた時も丁寧に対応してくださったので、嬉しく思いました。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
いつも有難う御座います。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジの並びが分かりにくかった。,NEGATIVE,['REGISTER'],['STORE'],[],[],['displays/missing items'],False,False
お弁当がすぐ売り切れるので、もっと在庫を並べてほしい 。,POSITIVE,['DURING'],['STORE'],[],[],['displays/missing items'],True,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジは人によって対応がかなり違いますね 年齢が上の方の方が丁寧な対応ができてると思います ー。,NEUTRAL,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
Eさん、何時もありがとう 。,POSITIVE,['AFTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
アリエール除菌プラスが以前945g298円で売っていたが、ココ最近、増量してるのにも関わらず高くなってる 。,NEGATIVE,['DURING'],['PRODUCT'],['home electronics'],[],[],False,False
クーポンについて、詳しく教えてくれました 。,POSITIVE,['AFTER'],['SERVICE'],[],['coupons and discounts'],[],False,False
いつも　安いと思います。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
アイスクリームをもっと安くして欲しい 。,POSITIVE,['DURING'],['PRODUCT'],['toy and variety'],[],[],True,False
駐車場の割引が2000円以上で1時間は高すぎる また出口も厚木街道に出にくく駐車場の中で渋滞していることがある 。,NEGATIVE,['AFTER'],['STORE'],[],[],['store equipment and shopping areas'],False,False
リステリン安く提供して欲しいです。,POSITIVE,['DURING'],['PRODUCT'],['healthcare'],[],[],True,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
弁当美味しい。,POSITIVE,['AFTER'],['PRODUCT'],['daily food'],[],[],False,False
日本酒の種類を増やしてほしい 高知のお酒で船中八策を置いてほしいです！。,POSITIVE,['UNCATEGORIZED'],"['PRODUCT', 'SERVICE']",['liquor and wine'],['product selection'],[],True,False
イワタニのカセットフータフまるを安くして欲しい。,POSITIVE,['UNCATEGORIZED'],['PRODUCT'],['home electronics'],[],[],True,False
なし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
いつもありがとうございます。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],['customer service'],[],False,False
メガネ、ふっくらされている男性ですが、何時も心地良い対応をされます。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],['customer service'],[],False,False
安売りの品の所に違う商品が入っていて、間違えて購入しそうになった 気になる商品があったが値段表示がなく購入しなかった。,NEUTRAL,['DURING'],['STORE'],[],[],['price display'],False,False
対応が良かった。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],['customer service'],[],False,False
ぞう菜を種類多く，魚売場質をもっとよくして値段ら高くても良いから。,POSITIVE,['UNCATEGORIZED'],"['PRODUCT', 'SERVICE', 'STORE']",['fresh fish'],['product selection'],['quality'],True,False
16日にペイチャがつかえなかった（15日の深夜だからとのこと）。,NEGATIVE,['REGISTER'],['SERVICE'],[],['payment'],[],False,False
クーポンの、醤油ラーメン、とんこつラーメン朝10時迄に来店するのですが、毎回欠品ばかり5回以上続いてるので、無いので有ればクーポンに掲載しないで 他の品物でかまんから、在庫確実に有る品物に転換して下さい 至急宜しくです。,NEGATIVE,['DURING'],"['PRODUCT', 'SERVICE']","['daily food', 'snack and delicacy']","['coupon', 'stock']",[],True,False
混雑時にレジを全部解放して欲しい。,POSITIVE,['REGISTER'],['SERVICE'],[],['cash register'],[],True,False
メガドンキ砺波で買い物した WiFiが繋がりにくい！いつになれば改善するのか！。,NEGATIVE,['AFTER'],"['SERVICE', 'STORE']",[],['wifi'],['store equipment'],True,False
特に必要です 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
いつも、お掃除が行き届いていて、雨の日でも、床が、ピカピカで気持ちが良いですね。,POSITIVE,['DURING'],['SERVICE'],[],['cleaning'],[],False,False
量販店より、お酒の種類が少ない 。,NEGATIVE,['DURING'],['PRODUCT'],['liquor and wine'],[],[],False,False
空いて良かった。,POSITIVE,['DURING'],['SERVICE'],[],['crowd'],[],False,False
接客があまり良くない みんなちょっと派手すぎる。,NEGATIVE,['DURING'],['SERVICE'],[],['customer service'],[],False,False
子供と行く事が多いので、通路がもう少し広かったらなぁと思います 。,POSITIVE,['DURING'],['STORE'],[],[],['shopping area'],True,False
この時期で真田、挨拶は、いらないです。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
生ハムが、198円から238円になってからは買っていません よく行く食品スｰパーと価格が変わらなくなったからです 何故なのでしょうか？。,NEUTRAL,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
レジ対応良 今朝TVでドンキさんの特集を拝見しました さまざまな商品開発、興味深かったです フリーズドライ製法のものが多いようなので、こだわりお茶漬けを作ってみたらいかがでしょうか 。,POSITIVE,['AFTER'],"['SERVICE', 'STORE']",[],['product development'],['displays'],True,False
情熱価格のシチリア産レモンの中栓が分別の際取れないので改良してほしい。,NEGATIVE,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
いつもきれいに掃除されている。,POSITIVE,['UNCATEGORIZED'],['STORE'],[],[],['cleaning'],False,False
リステリンは？。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,True
axeのボディースプレーの品揃えが少ないので、ゴールドウッドバニラ香を加えて欲しい 入荷すれば、必ず買います 。,POSITIVE,['DURING'],['PRODUCT'],"['adult goods', 'brand fashion']",[],[],True,False
楽しんでお買い物出来ました 。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
小学生をつれて、2000円以上購入したのにゲームコインをもらえない時があったレジの店員によるかもしれないが、統一してほしい。,NEGATIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],True,False
焼肉のタレが美味しかったです 。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
下着を買った時に、男性のレジの方しか、いなくて近くにレジを片付けている女性の方に、声かけて下着なので男性のレジでは、抵抗があると話たら、清算してくれましたとても感じが良かったです。,POSITIVE,['REGISTER'],['SERVICE'],"[""men's underwear""]",[],[],False,False
レジの手際が良くて待たされる事も無かった。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
レジの人がスムーズで良かった！シャンプーが少し高い気がしますもう少し安くしたらお客さんも買うかも。,NEUTRAL,['REGISTER'],"['PRODUCT', 'SERVICE']",['daily use items'],[],[],True,False
買いたい物の場所がわからない時、従業員さんがいなくて困る。,NEGATIVE,['DURING'],['SERVICE'],[],[],[],False,False
いつもありがとうございます 。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
レジの方は接客的に対応してほしい。,NEUTRAL,['REGISTER'],['SERVICE'],[],[],[],True,False
やっとGARAMタバコ販売店見つけたのに、在庫切れ？入荷未定？ちょくちょく見に行かないと行けないのが不便 。,NEGATIVE,['AFTER'],"['PRODUCT', 'STORE']",['toy and variety'],[],['displays/missing items'],False,False
夕方の忙しい時間でしたが、皆さん、テキパキと仕事をしていました 頑張って下さい。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
即席麺、カップ麺を安くして欲しい‼︎。,NEUTRAL,['AFTER'],['PRODUCT'],['daily food'],[],[],True,False
良いです。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
武豊店です 1階に少しでも、良いから休憩場所作って下さい～、優しくして下さい。,POSITIVE,['DURING'],['SERVICE'],[],['customer service'],[],True,False
一部陳列が変わっていました、よかったと思います 他にもあると思います　よろしくお願いします 。,POSITIVE,['DURING'],['STORE'],[],[],['displays'],False,False
食品レジにいたSさんの対応がとっても良かったです きちんと目を見て、丁寧に対応してもらえたのが、気持ち良かったです 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
特にない。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
ピュリナワン。,NEUTRAL,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
駐車場入口の警備員さんの態度がデカイ 。,NEGATIVE,['AFTER'],['SERVICE'],[],['customer service'],[],False,False
雨の日に傘が無かった。,NEGATIVE,['DURING'],['STORE'],[],[],['equipment'],False,False
最近は飲み物が安くない!!前まではドラッグストアより安かったのに最近はドラッグストアの方が安い 。,NEGATIVE,['DURING'],['PRODUCT'],['daily food'],[],[],False,False
缶チューハイ缶ビールを安くしてほしい 。,POSITIVE,['DURING'],['PRODUCT'],['liquor and wine'],[],[],True,False
値札がついていない商品が積み上げてあり、店員さんに聞いて買いました 数日後に行ってもまだ値札がついていませんでした 。,NEGATIVE,['DURING'],['STORE'],[],[],['displays'],False,False
レジでの間違い時に謝罪の言葉なし。,NEGATIVE,['REGISTER'],['SERVICE'],[],['Apology'],[],False,False
2.2ミリの太麺パスタを入れて下さい トロピカーナグレープフルーツジュースの小さいバックを入れて下さい 。,NEUTRAL,['DURING'],['PRODUCT'],"['car life', 'toy and variety', 'home electronics', 'smartphone parts', 'adult goods', 'party goods', 'beauty treatment device', 'interior decoration', 'home goods', 'carpenter tool', 'bicycle', 'bedding', 'protein and training', 'outdoor', 'future products', 'daily use items', 'healthcare', 'pet and garden', ""men's underwear"", 'fashion and bag', 'brand fashion', 'import', 'shoes', ""women’s and kid's underwear"", 'aroma', 'cosmetics', 'stationery', 'women’s fashion accessories', 'skin care', 'food and drink', 'daily food', 'liquor and wine', 'gift', 'snack and delicacy', 'side dish', 'fresh meat', 'vegetable and fruits', 'fresh fish']",[],[],True,False
朝早かったので、レジに並ぶ人なし レジの人の名前はわからないが、クーポンがちゃんと使われている事を知らせてくれて良いと感じた 。,POSITIVE,['REGISTER'],['SERVICE'],[],['Coupon'],[],False,False
通路をもっと広くして下さい 。,NEUTRAL,['AFTER'],['STORE'],[],[],['Aisle'],True,False
ヤクルト1000増やしてください。,NEUTRAL,['AFTER'],['PRODUCT'],['daily food'],[],[],True,False
支払いをスムーズにする為に、繁忙時は、すべてのレジを解放して欲しい事と宇品店のように店員さんの商品レジスキャンて購入金額が確定したら支払いを顧客自動精算機でできるようにしてもらえればと思います 。,NEUTRAL,['AFTER'],"['SERVICE', 'STORE']",[],['Payment'],['Register'],True,False
たまごのクーポンが月の後半でなくなるので補充して欲しい。,NEUTRAL,['AFTER'],['SERVICE'],[],['Coupon'],[],True,False
いつも利用してます。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
レジの若い店員の接客態度が悪い。,NEGATIVE,['REGISTER'],['SERVICE'],[],['Attitude'],[],False,False
レジの方や従業員さんの対応が良かったです また利用したいです！。,POSITIVE,['REGISTER'],['SERVICE'],[],['Attitude'],[],False,False
日替わりの商品が開店1時間しないのに売り切れは早すぎる 。,NEGATIVE,['DURING'],['PRODUCT'],['daily use items'],[],[],False,False
今日もレジ2箇所しか空いてなくて、早く帰宅したいので焦って買い物したに意味なく時間が経つ、なので会社帰りはなるべくドンキーさんは寄らないようにしてます 土日は最悪だと思います 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['cashier'],[],False,False
レジ混みすぎ。,NEGATIVE,['REGISTER'],['SERVICE'],[],['cashier'],[],False,False
アニメコラボしてるグッズの詳細ポスターに売り切れシールが貼られてるのですが、店頭にある商品なのに売り切れシールが貼られてることがあるので、注意してほしいです 。,NEGATIVE,['DURING'],"['PRODUCT', 'STORE']",['toy and variety'],[],['displays/missing items'],False,False
業務用ミックスナッツをおいてね!。,POSITIVE,['AFTER'],['PRODUCT'],['snack and delicacy'],[],[],True,False
洗顔フォームを探したが見つかるまで時間がかかった、しかも種類が少ないドンキホーテの方が種類が多く珍しいタイプがあるメガドンキの方が売り場広いのに、種類が少なく残念。,NEGATIVE,['DURING'],"['PRODUCT', 'STORE']",['skin care'],[],['displays/missing items'],False,False
アイスキャンディーの商品を○○入荷して欲しいとレジーの方に頼んだら、すぐメモを取りすぐに対応してくださり次回買い物に行ったら、その商品があり、嬉しかったです ありがとうございました 夏、あの抹茶ミルクキャンディーが食べれて、嬉しかったです 店員さんありがとうございました 。,POSITIVE,"['REGISTER', 'AFTER']","['SERVICE', 'PRODUCT']",['snack and delicacy'],['cashier'],[],True,False
セルフレジがほしい。,POSITIVE,['AFTER'],['SERVICE'],[],['cashier'],[],True,False
品だしの人、通路狭いので周りみながらやってほしいです ぶつかりました 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['cashier'],['displays/missing items'],False,False
欲しかった物が在庫が無かった 棚に物が少なくて、高い所の物が奥まで手を伸ばすのが大変で取りにくい 。,NEGATIVE,['DURING'],['STORE'],[],[],['displays/missing items'],False,False
特になし。,NEUTRAL,"['DURING', 'AFTER']",['UNCATEGORIZED'],[],[],[],False,False
さつまいもがカットされてたら買います 。,POSITIVE,['DURING'],['PRODUCT'],['daily food'],[],[],True,False
丁寧に接客していただいたので何も言うことはありません 。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
対応は、人による 今日の対応は、もう少し丁寧にしても良かったと思う あまり気分は良くない 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
野菜も置いて頂けると助かります 。,POSITIVE,['DURING'],['STORE'],[],[],['displays/missing items'],True,False
猫ちゃんのポンチュールの販売して欲しいです 今日買いに行ったけど見当たらなかったので売っていたかもしれないけど探すことができませんでした お店の方も中々探せなかったので諦めてかえって来ました 。,NEGATIVE,"['DURING', 'AFTER']","['PRODUCT', 'STORE']",['toy and variety'],[],['displays/missing items'],True,False
いつも楽しくて安くていくのがたのしみです！。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
大人のおしめを探したのですが、見当たらなくて、諦めました 少しでも置いてもらえると有り難いです 。,POSITIVE,"['DURING', 'AFTER']","['PRODUCT', 'STORE']",['adult goods'],[],['displays/missing items'],True,False
特に無し。,NEUTRAL,"['DURING', 'AFTER']",['UNCATEGORIZED'],[],[],[],False,False
レジで商品をかごに移す際 商品の扱いが雑でした 駐輪場にカートがいくつもあって 道を塞いでいた 。,NEGATIVE,['REGISTER'],"['SERVICE', 'STORE']",[],['customer service'],['displays/missing items'],False,False
よかったです 。,POSITIVE,['DURING'],['UNCATEGORIZED'],[],[],[],False,False
9月の特売品がたくさん有って良かったです!,POSITIVE,['DURING'],['UNCATEGORIZED'],[],[],[],False,False
お弁当買ったけどお箸もらえなかった 何か応募用紙をもらってた人もいたけど私は3千円以上買ったけどもらえなかった 。,NEGATIVE,['DURING'],['SERVICE'],[],['lack of promotion'],[],False,False
下着を購入した時、黒の袋に入れてくれました、ありがとうございました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['packaging'],[],False,False
安かった。,POSITIVE,['DURING'],['PRODUCT'],['daily use items'],[],[],False,False
こたにやって人、サービス業に向いてない 普通なら言わなくてもいい事が出来ないのでムカつく 。,NEGATIVE,['DURING'],['SERVICE'],[],['customer service'],[],False,False
すごく、手際が良く良かった。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],False,False
レジが早くてすごい。,POSITIVE,['REGISTER'],['SERVICE'],[],['checkout speed'],[],False,False
レジが２台しか開いていなかったので並びました 。,NEUTRAL,['REGISTER'],['STORE'],[],[],['checkout counter'],False,False
レジを担当してくださったHさん？は手際が良くマスクをしているにも関わらず声が聞き取りやすくて好感が持てましたが、髪の毛の色は銀髪でいいのでしょうか？。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service'],[],True,False
レジが早くて嬉しいです 人の列ができるとすぐに応援の人が来てくれます！。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
従業員さんのニコニコが嬉しかったです＼(^o^)／。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
たいへん良好。,POSITIVE,['REGISTER'],['SERVICE'],[],['customer service of store employees'],[],False,False
いつもレジは混んでいますが、店員さん皆んなレジさばきが早く、会計処理を機械で自分で行うシステムになったので、混んでいてもストレスは感じなくて良いです 。,POSITIVE,['REGISTER'],['SERVICE'],[],"['customer service of store employees', 'services such as coupons and discounts']",[],False,False
品物を丁寧に探してくださいました 。,POSITIVE,['DURING'],['SERVICE'],[],['customer service of store employees'],[],False,False
欲しい商品の在庫がなかった 。,NEGATIVE,['DURING'],['PRODUCT'],[],[],[],False,False
木更津店でのことですが　クーポン発券保有出来たのに商品が無いってひどいなと思いました 。,NEGATIVE,['REGISTER'],"['SERVICE', 'PRODUCT']",[],['services such as coupons and discounts'],[],False,False
座椅子の値段がわからないのがあった 誰が見てもわかりやすいようにしてほしいです 。,NEUTRAL,['DURING'],['STORE'],[],[],['displays/missing items'],True,False
飲み物をもっと安くしてほしい。,NEGATIVE,['AFTER'],['PRODUCT'],"['food and drink', 'daily food']",[],[],True,False
